#,Taxonomy,Class,Template Name,File Folder,Filename,Image,Tag,Mask,Resolution,Top,Left,Width,Height,Points,Text Annotation,Minimal Top,Minimal Left,Minimal Width,Minimal Height,Attributes
364,,"COVID-19 Right Lung","Right Lung",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-admission.jpg",images/9e01051ce5de50be3b97fa5e526cf076f5510e72.jpg,tags/9e01051ce5de50be3b97fa5e526cf076f5510e72_jJvuBhL6GLnRHD28D.png,masks/9e01051ce5de50be3b97fa5e526cf076f5510e72_jJvuBhL6GLnRHD28D.png,834x806,46,14,396,536,,"undefined",46,14,396,536,
365,,"COVID-19 Airways","Airways",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_fgwq4r2AYHsLNTNtM.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_fgwq4r2AYHsLNTNtM.png,972x712,0,374,218,401,,"undefined",0,374,218,401,
366,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_5iMvWcxCPnLcE4Ndw.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_5iMvWcxCPnLcE4Ndw.png,972x712,194,340,408,463,,"undefined",194,340,408,463,
367,,"COVID-19 Central Venous Line","Central Venous Line",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_bKj6dRmm6xosuT55G.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_bKj6dRmm6xosuT55G.png,972x712,0,417,71,325,,"undefined",0,417,71,325,
368,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_X3SFPHXgaqZoSTRqT.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_X3SFPHXgaqZoSTRqT.png,972x712,101,55,787,535,,"undefined",101,55,787,535,
369,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_hvQYgfyFGY9pQ6Gzd.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_hvQYgfyFGY9pQ6Gzd.png,972x712,96,510,381,589,,"undefined",96,510,381,589,
370,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_tj8jwv7E9BgZ8Pqdm.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_tj8jwv7E9BgZ8Pqdm.png,972x712,0,450,186,597,,"undefined",0,450,186,597,
371,,"COVID-19 Right Lung","Right Lung",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_Lpt4EeDDXPddh7ddn.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_Lpt4EeDDXPddh7ddn.png,972x712,61,15,520,596,,"undefined",61,15,520,596,
372,,"COVID-19 Tubings","Tubings",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_M48ev7EZ2jJsYWvMy.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_M48ev7EZ2jJsYWvMy.png,972x712,0,413,559,682,,"undefined",0,413,559,682,
373,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg",images/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52.jpg,tags/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_TgRiRtQgBz7yr4X97.png,masks/2c0bed4565d4e02f08f54adba23b3a3a0e4d4c52_TgRiRtQgBz7yr4X97.png,972x712,0,445,147,296,,"undefined",0,445,147,296,
374,,"COVID-19 Airways","Airways",,"E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg",images/5f788399b47716c7dae4fd29a5e1a1bab1c52000.jpg,tags/5f788399b47716c7dae4fd29a5e1a1bab1c52000_fCAThM4xRPpcLbCg8.png,masks/5f788399b47716c7dae4fd29a5e1a1bab1c52000_fCAThM4xRPpcLbCg8.png,1598x1550,0,666,348,704,,"undefined",0,666,348,704,
375,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg",images/5f788399b47716c7dae4fd29a5e1a1bab1c52000.jpg,tags/5f788399b47716c7dae4fd29a5e1a1bab1c52000_XWKSy3a2r7c4EbvG8.png,masks/5f788399b47716c7dae4fd29a5e1a1bab1c52000_XWKSy3a2r7c4EbvG8.png,1598x1550,413,596,633,832,,"undefined",413,596,633,832,
376,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg",images/5f788399b47716c7dae4fd29a5e1a1bab1c52000.jpg,tags/5f788399b47716c7dae4fd29a5e1a1bab1c52000_ZbQZ4xer35wPuxZFh.png,masks/5f788399b47716c7dae4fd29a5e1a1bab1c52000_ZbQZ4xer35wPuxZFh.png,1598x1550,454,276,1125,681,,"undefined",454,276,1125,681,
377,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg",images/5f788399b47716c7dae4fd29a5e1a1bab1c52000.jpg,tags/5f788399b47716c7dae4fd29a5e1a1bab1c52000_dFguF32pzXk9SpTGt.png,masks/5f788399b47716c7dae4fd29a5e1a1bab1c52000_dFguF32pzXk9SpTGt.png,1598x1550,50,908,647,1339,,"undefined",50,908,647,1339,
378,,"COVID-19 Right Lung","Right Lung",,"E63574A7-4188-4C8D-8D17-9D67A18A1AFA.jpeg",images/5f788399b47716c7dae4fd29a5e1a1bab1c52000.jpg,tags/5f788399b47716c7dae4fd29a5e1a1bab1c52000_KLk7LhcSSbgrq2253.png,masks/5f788399b47716c7dae4fd29a5e1a1bab1c52000_KLk7LhcSSbgrq2253.png,1598x1550,44,30,762,1305,,"undefined",44,30,762,1305,
379,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_jkxf5EzbeyEYhX3xm.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_jkxf5EzbeyEYhX3xm.png,981x901,0,386,185,410,,"undefined",0,386,185,410,
380,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_WL359c87DPYe8MnZS.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_WL359c87DPYe8MnZS.png,981x901,151,371,395,526,,"undefined",151,371,395,526,
381,,"COVID-19 Consolidation","Consolidation",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_3HscY9Ji723MsYoHq.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_3HscY9Ji723MsYoHq.png,981x901,143,84,813,517,,"undefined",143,84,813,517,
382,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_bcwa5oX3ZtCFxyXWp.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_bcwa5oX3ZtCFxyXWp.png,981x901,93,80,794,570,,"undefined",93,80,794,570,
383,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_GmLcyWD4PjHD4nKSC.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_GmLcyWD4PjHD4nKSC.png,981x901,66,523,359,613,,"undefined",66,523,359,613,
384,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-28.png",images/f40ef8b5a5560a6440fff16a5688541e1d8e278c.png,tags/f40ef8b5a5560a6440fff16a5688541e1d8e278c_FZ7j4ySJ2Hr4E89Gh.png,masks/f40ef8b5a5560a6440fff16a5688541e1d8e278c_FZ7j4ySJ2Hr4E89Gh.png,981x901,75,91,353,615,,"undefined",75,91,353,615,
385,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_vWueYKb2mC3hC8P8s.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_vWueYKb2mC3hC8P8s.png,2800x3368,117,1336,522,1321,,"undefined",117,1336,522,1321,
386,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_JttxSrELnJrNG5jfy.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_JttxSrELnJrNG5jfy.png,2800x3368,754,1202,1309,1481,,"undefined",754,1202,1309,1481,
387,,"COVID-19 Consolidation","Consolidation",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_vEcQMZhDn7mxhX7xt.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_vEcQMZhDn7mxhX7xt.png,2800x3368,502,234,2469,1737,,"undefined",502,234,2469,1737,
388,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_6qXf97odsJ8R8z3wy.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_6qXf97odsJ8R8z3wy.png,2800x3368,557,213,2486,1598,,"undefined",557,213,2486,1598,
389,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_tcEh6MBmKjkPg94Pb.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_tcEh6MBmKjkPg94Pb.png,2800x3368,434,135,1324,2121,,"undefined",434,135,1324,2121,
390,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-15-PA.jpg",images/eb661a389a3d137391d1da38814e2a89296dd495.jpg,tags/eb661a389a3d137391d1da38814e2a89296dd495_AP2qfK7LRnkHnhMGw.png,masks/eb661a389a3d137391d1da38814e2a89296dd495_AP2qfK7LRnkHnhMGw.png,2800x3368,385,1645,1155,2314,,"undefined",385,1645,1155,2314,
391,,"COVID-19 Airways","Airways",,"ciaa199.pdf-001-c.png",images/aba77b27de0887436775ee350bdefce571ce39b1.png,tags/aba77b27de0887436775ee350bdefce571ce39b1_yuWnaYwZaESwGKDsW.png,masks/aba77b27de0887436775ee350bdefce571ce39b1_yuWnaYwZaESwGKDsW.png,466x397,0,206,60,135,,"undefined",0,206,60,135,
392,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ciaa199.pdf-001-c.png",images/aba77b27de0887436775ee350bdefce571ce39b1.png,tags/aba77b27de0887436775ee350bdefce571ce39b1_43oc99FJghqxsTiKu.png,masks/aba77b27de0887436775ee350bdefce571ce39b1_43oc99FJghqxsTiKu.png,466x397,63,197,123,174,,"undefined",63,197,123,174,
393,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ciaa199.pdf-001-c.png",images/aba77b27de0887436775ee350bdefce571ce39b1.png,tags/aba77b27de0887436775ee350bdefce571ce39b1_LKF2nDH4b64F67YuX.png,masks/aba77b27de0887436775ee350bdefce571ce39b1_LKF2nDH4b64F67YuX.png,466x397,17,244,131,273,,"undefined",17,244,131,273,
394,,"COVID-19 Right Lung","Right Lung",,"ciaa199.pdf-001-c.png",images/aba77b27de0887436775ee350bdefce571ce39b1.png,tags/aba77b27de0887436775ee350bdefce571ce39b1_EAc9JvhhZtj8tnQ7N.png,masks/aba77b27de0887436775ee350bdefce571ce39b1_EAc9JvhhZtj8tnQ7N.png,466x397,28,98,126,267,,"undefined",28,98,126,267,
395,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,tags/8c7d47e52396dd4f58d04c490228dd8b7acfa408_CMTZ7oFD9wjTYQXyB.png,masks/8c7d47e52396dd4f58d04c490228dd8b7acfa408_CMTZ7oFD9wjTYQXyB.png,1296x1062,0,522,191,464,,"undefined",0,522,191,464,
396,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,tags/8c7d47e52396dd4f58d04c490228dd8b7acfa408_EGJ4qCGJac8wYjy9f.png,masks/8c7d47e52396dd4f58d04c490228dd8b7acfa408_EGJ4qCGJac8wYjy9f.png,1296x1062,258,435,452,480,,"undefined",258,435,452,480,
397,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,tags/8c7d47e52396dd4f58d04c490228dd8b7acfa408_S96JokwTkHhBNfLuQ.png,masks/8c7d47e52396dd4f58d04c490228dd8b7acfa408_S96JokwTkHhBNfLuQ.png,1296x1062,248,158,915,594,,"undefined",248,158,915,594,
398,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,tags/8c7d47e52396dd4f58d04c490228dd8b7acfa408_Zov3AfEKHcpQW2nHz.png,masks/8c7d47e52396dd4f58d04c490228dd8b7acfa408_Zov3AfEKHcpQW2nHz.png,1296x1062,112,640,425,628,,"undefined",112,640,425,628,
399,,"COVID-19 Monitoring Probes","Monitoring Probes",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,,,1296x1062,0,0,1296,1062,,"undefined",,,,,
400,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-19.jpg",images/8c7d47e52396dd4f58d04c490228dd8b7acfa408.jpg,tags/8c7d47e52396dd4f58d04c490228dd8b7acfa408_K5KPbdFB7RMydF5qu.png,masks/8c7d47e52396dd4f58d04c490228dd8b7acfa408_K5KPbdFB7RMydF5qu.png,1296x1062,123,158,428,743,,"undefined",123,158,428,743,
401,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-7-PA.jpg",images/f29220f3fba93f427807d1902f51b58a1802cb40.jpg,tags/f29220f3fba93f427807d1902f51b58a1802cb40_298xqreepXWPfQDde.png,masks/f29220f3fba93f427807d1902f51b58a1802cb40_298xqreepXWPfQDde.png,2972x2840,83,1196,519,1323,,"undefined",83,1196,519,1323,
402,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-7-PA.jpg",images/f29220f3fba93f427807d1902f51b58a1802cb40.jpg,tags/f29220f3fba93f427807d1902f51b58a1802cb40_2HrTXzhoeND2WA8ik.png,masks/f29220f3fba93f427807d1902f51b58a1802cb40_2HrTXzhoeND2WA8ik.png,2972x2840,722,974,1189,1373,,"undefined",722,974,1189,1373,
403,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-7-PA.jpg",images/f29220f3fba93f427807d1902f51b58a1802cb40.jpg,tags/f29220f3fba93f427807d1902f51b58a1802cb40_EHzwgztk3i5opq6C8.png,masks/f29220f3fba93f427807d1902f51b58a1802cb40_EHzwgztk3i5opq6C8.png,2972x2840,588,338,2137,1474,,"undefined",588,338,2137,1474,
404,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-7-PA.jpg",images/f29220f3fba93f427807d1902f51b58a1802cb40.jpg,tags/f29220f3fba93f427807d1902f51b58a1802cb40_vNZXHQ4SDDPsLpB3T.png,masks/f29220f3fba93f427807d1902f51b58a1802cb40_vNZXHQ4SDDPsLpB3T.png,2972x2840,310,1484,1075,2107,,"undefined",310,1484,1075,2107,
405,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-7-PA.jpg",images/f29220f3fba93f427807d1902f51b58a1802cb40.jpg,tags/f29220f3fba93f427807d1902f51b58a1802cb40_CaitGHLTYwwoAZGor.png,masks/f29220f3fba93f427807d1902f51b58a1802cb40_CaitGHLTYwwoAZGor.png,2972x2840,321,213,1091,2007,,"undefined",321,213,1091,2007,
406,,"COVID-19 Airways","Airways",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_2mhKd5hdHAJXLAiAF.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_2mhKd5hdHAJXLAiAF.png,1837x1505,0,838,215,804,,"undefined",0,838,215,804,
407,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_tgitWroYp9g422Azw.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_tgitWroYp9g422Azw.png,1837x1505,493,749,701,751,,"undefined",493,749,701,751,
408,,"COVID-19 Consolidation","Consolidation",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_Y7QJGuFsxGQGtkEMz.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_Y7QJGuFsxGQGtkEMz.png,1837x1505,595,373,429,361,,"undefined",595,373,429,361,
409,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_8FM4t7cg93s5nG3i6.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_8FM4t7cg93s5nG3i6.png,1837x1505,829,469,283,275,,"undefined",829,469,283,275,
410,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_CeJeFtMBgbjRJaWJg.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_CeJeFtMBgbjRJaWJg.png,1837x1505,215,1036,559,1064,,"undefined",215,1036,559,1064,
411,,"COVID-19 Right Lung","Right Lung",,"CD50BA96-6982-4C80-AE7B-5F67ACDBFA56.jpeg",images/3eb3bd914efc1a819d7ebec6b08e0a486d08d137.jpg,tags/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_fEkSiutkKBtdHwhcM.png,masks/3eb3bd914efc1a819d7ebec6b08e0a486d08d137_fEkSiutkKBtdHwhcM.png,1837x1505,193,341,584,1022,,"undefined",193,341,584,1022,
412,,"COVID-19 Airways","Airways",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_ym8hmQviHNZQK2R7C.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_ym8hmQviHNZQK2R7C.png,1292x1270,0,520,260,557,,"undefined",0,520,260,557,
413,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_T35FJuopRRCLJZsNW.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_T35FJuopRRCLJZsNW.png,1292x1270,238,504,544,698,,"undefined",238,504,544,698,
414,,"COVID-19 Consolidation","Consolidation",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_7xjerLCskrXNKL5id.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_7xjerLCskrXNKL5id.png,1292x1270,164,111,373,372,,"undefined",164,111,373,372,
415,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_5ZqpmQd7KmecLLiEM.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_5ZqpmQd7KmecLLiEM.png,1292x1270,22,662,582,906,,"undefined",22,662,582,906,
416,,"COVID-19 Right Lung","Right Lung",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_kHdRtxnLKeSSZqbHW.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_kHdRtxnLKeSSZqbHW.png,1292x1270,84,50,500,844,,"undefined",84,50,500,844,
417,,"COVID-19 Pneumothorax","Pneumothorax",,"cavitating-pneumonia-4-day0-PA.jpg",images/856f50719d52b5c692e4b026fa35d83f4f27ea07.jpg,tags/856f50719d52b5c692e4b026fa35d83f4f27ea07_XDzYePvg5GZtxcqSf.png,masks/856f50719d52b5c692e4b026fa35d83f4f27ea07_XDzYePvg5GZtxcqSf.png,1292x1270,94,276,245,83,,"undefined",94,276,245,83,
418,,"COVID-19 Right Lung","Right Lung",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_ZcXfrK6RxMQog36MA.png,masks/6fac4cff801909084f0874b37708c37f7294b655_ZcXfrK6RxMQog36MA.png,880x874,102,1,380,677,,"undefined",102,1,380,677,
419,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_wHnCfeQxRymHZf6eb.png,masks/6fac4cff801909084f0874b37708c37f7294b655_wHnCfeQxRymHZf6eb.png,880x874,242,274,483,541,,"undefined",242,274,483,541,
420,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_KyvXyv8GLQGTBpc6R.png,masks/6fac4cff801909084f0874b37708c37f7294b655_KyvXyv8GLQGTBpc6R.png,880x874,206,28,746,565,,"undefined",206,28,746,565,
421,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_cjsFZGHcCQecQqaRW.png,masks/6fac4cff801909084f0874b37708c37f7294b655_cjsFZGHcCQecQqaRW.png,880x874,95,457,403,769,,"undefined",95,457,403,769,
422,,"COVID-19 Right Lung","Right Lung",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_hQSXkPHJZWFKWxePh.png,masks/6fac4cff801909084f0874b37708c37f7294b655_hQSXkPHJZWFKWxePh.png,880x874,99,0,380,688,,"undefined",99,0,380,688,
423,,"COVID-19 Consolidation","Consolidation",,"auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/6fac4cff801909084f0874b37708c37f7294b655.jpg,tags/6fac4cff801909084f0874b37708c37f7294b655_G5YjZDqSDQ452nJ9n.png,masks/6fac4cff801909084f0874b37708c37f7294b655_G5YjZDqSDQ452nJ9n.png,880x874,376,691,122,261,,"undefined",376,691,122,261,
424,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-14-PA.png",images/143bd48ead6210f9ab265feeac17b3f22b631a09.png,tags/143bd48ead6210f9ab265feeac17b3f22b631a09_4jecY7Jedxnoh6c6Z.png,masks/143bd48ead6210f9ab265feeac17b3f22b631a09_4jecY7Jedxnoh6c6Z.png,2567x2190,0,1115,489,978,,"undefined",0,1115,489,978,
425,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-14-PA.png",images/143bd48ead6210f9ab265feeac17b3f22b631a09.png,tags/143bd48ead6210f9ab265feeac17b3f22b631a09_vTmpBrJ2oYqPfi5dL.png,masks/143bd48ead6210f9ab265feeac17b3f22b631a09_vTmpBrJ2oYqPfi5dL.png,2567x2190,410,1057,972,1377,,"undefined",410,1057,972,1377,
426,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-14-PA.png",images/143bd48ead6210f9ab265feeac17b3f22b631a09.png,tags/143bd48ead6210f9ab265feeac17b3f22b631a09_ZFD5r9Tp7CjD3k5HN.png,masks/143bd48ead6210f9ab265feeac17b3f22b631a09_ZFD5r9Tp7CjD3k5HN.png,2567x2190,782,413,1924,1187,,"undefined",782,413,1924,1187,
427,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-14-PA.png",images/143bd48ead6210f9ab265feeac17b3f22b631a09.png,tags/143bd48ead6210f9ab265feeac17b3f22b631a09_8XJZ9Zvm8XzLbgXDn.png,masks/143bd48ead6210f9ab265feeac17b3f22b631a09_8XJZ9Zvm8XzLbgXDn.png,2567x2190,24,1390,963,2002,,"undefined",24,1390,963,2002,
